splicing_case	sample_id	control_id	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
SE	BS_AS4K2YQW	NA	ENSG00000013441.17	CLK1	chr2	-	200860124	200860215	NA	NA	NA	NA	NA	NA	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	939	92	NA	NA	241	150	NA	NA	0.8640000000000001	NA	NA
SE	BS_AS4K2YQW	NA	ENSG00000013441.17	CLK1	chr2	-	200861701	200861862	NA	NA	NA	NA	NA	NA	200859679	200861466	200864563	200864656	NA	NA	NA	NA	NA	NA	1303	2	NA	NA	300	150	NA	NA	0.997	NA	NA
A3SS	BS_JHTBR7DW	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857972	200858089	254	2	NA	NA	246	123	NA	NA	0.9840000000000001	NA	NA
MXE	BS_JHTBR7DW	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	200857717	200857884	200857972	200858089	NA	NA	200856890	200856985	200859679	200859746	NA	NA	NA	NA	NA	NA	260	126	NA	NA	240	246	NA	NA	0.679	NA	NA
RI	BS_JHTBR7DW	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857717	200857884	NA	NA	NA	NA	NA	NA	17	125	NA	NA	246	123	NA	NA	0.064	NA	NA
RI	BS_JHTBR7DW	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200859679	200861466	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	104	104	NA	NA	246	123	NA	NA	0.33299999999999996	NA	NA
SE	BS_JHTBR7DW	NA	ENSG00000013441.17	CLK1	chr2	-	200854615	200854695	NA	NA	NA	NA	NA	NA	200853902	200853993	200856681	200856811	NA	NA	NA	NA	NA	NA	203	1	NA	NA	203	123	NA	NA	0.992	NA	NA
SE	BS_JHTBR7DW	NA	ENSG00000013441.17	CLK1	chr2	-	200855003	200855086	NA	NA	NA	NA	NA	NA	200854615	200854695	200856681	200856811	NA	NA	NA	NA	NA	NA	724	0	NA	NA	206	123	NA	NA	1	NA	NA
SE	BS_JHTBR7DW	NA	ENSG00000013441.17	CLK1	chr2	-	200857717	200857884	NA	NA	NA	NA	NA	NA	200856890	200856985	200857972	200858089	NA	NA	NA	NA	NA	NA	364	2	NA	NA	246	123	NA	NA	0.9890000000000001	NA	NA
SE	BS_JHTBR7DW	NA	ENSG00000013441.17	CLK1	chr2	-	200857972	200858089	NA	NA	NA	NA	NA	NA	200856890	200857884	200859679	200859746	NA	NA	NA	NA	NA	NA	497	1	NA	NA	240	123	NA	NA	0.996	NA	NA
SE	BS_JHTBR7DW	NA	ENSG00000013441.17	CLK1	chr2	-	200860124	200860215	NA	NA	NA	NA	NA	NA	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	431	104	NA	NA	214	123	NA	NA	0.7040000000000001	NA	NA
SE	BS_JHTBR7DW	NA	ENSG00000013441.17	CLK1	chr2	-	200861701	200861862	NA	NA	NA	NA	NA	NA	200859679	200861466	200864563	200864656	NA	NA	NA	NA	NA	NA	531	0	NA	NA	246	123	NA	NA	1	NA	NA
A3SS	BS_BX7K8WF8	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857972	200858089	269	4	NA	NA	200	100	NA	NA	0.971	NA	NA
RI	BS_BX7K8WF8	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857717	200857884	NA	NA	NA	NA	NA	NA	3	281	NA	NA	200	100	NA	NA	0.005	NA	NA
RI	BS_BX7K8WF8	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200859679	200861466	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	28	69	NA	NA	200	100	NA	NA	0.16899999999999998	NA	NA
SE	BS_BX7K8WF8	NA	ENSG00000013441.17	CLK1	chr2	-	200855003	200855086	NA	NA	NA	NA	NA	NA	200854615	200854695	200856681	200856811	NA	NA	NA	NA	NA	NA	560	0	NA	NA	183	100	NA	NA	1	NA	NA
SE	BS_BX7K8WF8	NA	ENSG00000013441.17	CLK1	chr2	-	200857717	200857884	NA	NA	NA	NA	NA	NA	200856890	200856985	200857972	200858089	NA	NA	NA	NA	NA	NA	548	4	NA	NA	200	100	NA	NA	0.986	NA	NA
SE	BS_BX7K8WF8	NA	ENSG00000013441.17	CLK1	chr2	-	200860124	200860215	NA	NA	NA	NA	NA	NA	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	239	69	NA	NA	191	100	NA	NA	0.645	NA	NA
SE	BS_BX7K8WF8	NA	ENSG00000013441.17	CLK1	chr2	-	200861701	200861862	NA	NA	NA	NA	NA	NA	200859679	200861466	200864563	200864656	NA	NA	NA	NA	NA	NA	413	0	NA	NA	200	100	NA	NA	1	NA	NA
A3SS	BS_6T4JGBGY	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857972	200858089	458	12	NA	NA	198	99	NA	NA	0.95	NA	NA
A5SS	BS_6T4JGBGY	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	200856890	200857884	200857717	200857884	200856681	200856811	372	4	NA	NA	198	99	NA	NA	0.9790000000000001	NA	NA
MXE	BS_6T4JGBGY	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	200856890	200856985	200857717	200857884	NA	NA	200856681	200856811	200857972	200858089	NA	NA	NA	NA	NA	NA	426	341	NA	NA	198	194	NA	NA	0.55	NA	NA
RI	BS_6T4JGBGY	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857717	200857884	NA	NA	NA	NA	NA	NA	61	322	NA	NA	198	99	NA	NA	0.087	NA	NA
RI	BS_6T4JGBGY	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200859679	200861466	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	316	31	NA	NA	198	99	NA	NA	0.836	NA	NA
SE	BS_6T4JGBGY	NA	ENSG00000013441.17	CLK1	chr2	-	200855003	200855086	NA	NA	NA	NA	NA	NA	200854615	200854695	200856681	200856811	NA	NA	NA	NA	NA	NA	764	0	NA	NA	182	99	NA	NA	1	NA	NA
SE	BS_6T4JGBGY	NA	ENSG00000013441.17	CLK1	chr2	-	200856890	200856985	NA	NA	NA	NA	NA	NA	200856681	200856811	200857717	200857884	NA	NA	NA	NA	NA	NA	651	4	NA	NA	194	99	NA	NA	0.988	NA	NA
SE	BS_6T4JGBGY	NA	ENSG00000013441.17	CLK1	chr2	-	200857717	200857884	NA	NA	NA	NA	NA	NA	200856890	200856985	200857972	200858089	NA	NA	NA	NA	NA	NA	744	12	NA	NA	198	99	NA	NA	0.9690000000000001	NA	NA
SE	BS_6T4JGBGY	NA	ENSG00000013441.17	CLK1	chr2	-	200860124	200860215	NA	NA	NA	NA	NA	NA	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	495	31	NA	NA	190	99	NA	NA	0.893	NA	NA
SE	BS_6T4JGBGY	NA	ENSG00000013441.17	CLK1	chr2	-	200861701	200861862	NA	NA	NA	NA	NA	NA	200859679	200861466	200864563	200864656	NA	NA	NA	NA	NA	NA	763	4	NA	NA	198	99	NA	NA	0.99	NA	NA
RI	BS_ZRSHXK63	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857717	200857884	NA	NA	NA	NA	NA	NA	19	286	NA	NA	200	100	NA	NA	0.032	NA	NA
RI	BS_ZRSHXK63	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200859679	200861466	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	166	79	NA	NA	200	100	NA	NA	0.512	NA	NA
SE	BS_ZRSHXK63	NA	ENSG00000013441.17	CLK1	chr2	-	200855003	200855086	NA	NA	NA	NA	NA	NA	200854615	200854695	200856681	200856811	NA	NA	NA	NA	NA	NA	684	0	NA	NA	183	100	NA	NA	1	NA	NA
SE	BS_ZRSHXK63	NA	ENSG00000013441.17	CLK1	chr2	-	200860124	200860215	NA	NA	NA	NA	NA	NA	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	84	79	NA	NA	191	100	NA	NA	0.358	NA	NA
SE	BS_ZRSHXK63	NA	ENSG00000013441.17	CLK1	chr2	-	200861701	200861862	NA	NA	NA	NA	NA	NA	200859679	200861466	200864563	200864656	NA	NA	NA	NA	NA	NA	435	0	NA	NA	200	100	NA	NA	1	NA	NA
RI	BS_EVCAC3NH	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857717	200857884	NA	NA	NA	NA	NA	NA	17	82	NA	NA	198	99	NA	NA	0.094	NA	NA
RI	BS_EVCAC3NH	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200859679	200861466	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	85	38	NA	NA	198	99	NA	NA	0.528	NA	NA
SE	BS_EVCAC3NH	NA	ENSG00000013441.17	CLK1	chr2	-	200855003	200855086	NA	NA	NA	NA	NA	NA	200854615	200854695	200856681	200856811	NA	NA	NA	NA	NA	NA	189	0	NA	NA	182	99	NA	NA	1	NA	NA
SE	BS_EVCAC3NH	NA	ENSG00000013441.17	CLK1	chr2	-	200860124	200860215	NA	NA	NA	NA	NA	NA	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	189	38	NA	NA	190	99	NA	NA	0.722	NA	NA
SE	BS_EVCAC3NH	NA	ENSG00000013441.17	CLK1	chr2	-	200861701	200861862	NA	NA	NA	NA	NA	NA	200859679	200861466	200864563	200864656	NA	NA	NA	NA	NA	NA	226	2	NA	NA	198	99	NA	NA	0.983	NA	NA
A3SS	BS_4PWDGEB0	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857972	200858089	173	1	NA	NA	198	99	NA	NA	0.9890000000000001	NA	NA
MXE	BS_4PWDGEB0	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	200854615	200854695	200855003	200855086	NA	NA	200853902	200853993	200856681	200856811	NA	NA	NA	NA	NA	NA	92	156	NA	NA	182	179	NA	NA	0.36700000000000005	NA	NA
RI	BS_4PWDGEB0	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857717	200857884	NA	NA	NA	NA	NA	NA	3	149	NA	NA	198	99	NA	NA	0.01	NA	NA
RI	BS_4PWDGEB0	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200859679	200861466	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	125	20	NA	NA	198	99	NA	NA	0.758	NA	NA
SE	BS_4PWDGEB0	NA	ENSG00000013441.17	CLK1	chr2	-	200854615	200854695	NA	NA	NA	NA	NA	NA	200853902	200853993	200855003	200855086	NA	NA	NA	NA	NA	NA	348	1	NA	NA	179	99	NA	NA	0.995	NA	NA
SE	BS_4PWDGEB0	NA	ENSG00000013441.17	CLK1	chr2	-	200855003	200855086	NA	NA	NA	NA	NA	NA	200854615	200854695	200856681	200856811	NA	NA	NA	NA	NA	NA	283	0	NA	NA	182	99	NA	NA	1	NA	NA
SE	BS_4PWDGEB0	NA	ENSG00000013441.17	CLK1	chr2	-	200857717	200857884	NA	NA	NA	NA	NA	NA	200856890	200856985	200857972	200858089	NA	NA	NA	NA	NA	NA	321	1	NA	NA	198	99	NA	NA	0.9940000000000001	NA	NA
SE	BS_4PWDGEB0	NA	ENSG00000013441.17	CLK1	chr2	-	200860124	200860215	NA	NA	NA	NA	NA	NA	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	81	20	NA	NA	190	99	NA	NA	0.6779999999999999	NA	NA
SE	BS_4PWDGEB0	NA	ENSG00000013441.17	CLK1	chr2	-	200861701	200861862	NA	NA	NA	NA	NA	NA	200859679	200861466	200864563	200864656	NA	NA	NA	NA	NA	NA	226	0	NA	NA	198	99	NA	NA	1	NA	NA
RI	BS_HPV4F6VR	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857717	200857884	NA	NA	NA	NA	NA	NA	12	580	NA	NA	200	100	NA	NA	0.01	NA	NA
RI	BS_HPV4F6VR	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200859679	200861466	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	224	29	NA	NA	200	100	NA	NA	0.794	NA	NA
SE	BS_HPV4F6VR	NA	ENSG00000013441.17	CLK1	chr2	-	200854615	200854695	NA	NA	NA	NA	NA	NA	200853902	200853993	200856681	200856811	NA	NA	NA	NA	NA	NA	596	3	NA	NA	180	100	NA	NA	0.991	NA	NA
SE	BS_HPV4F6VR	NA	ENSG00000013441.17	CLK1	chr2	-	200855003	200855086	NA	NA	NA	NA	NA	NA	200854615	200854695	200856681	200856811	NA	NA	NA	NA	NA	NA	1109	6	NA	NA	183	100	NA	NA	0.99	NA	NA
SE	BS_HPV4F6VR	NA	ENSG00000013441.17	CLK1	chr2	-	200860124	200860215	NA	NA	NA	NA	NA	NA	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	707	29	NA	NA	191	100	NA	NA	0.927	NA	NA
SE	BS_HPV4F6VR	NA	ENSG00000013441.17	CLK1	chr2	-	200861701	200861862	NA	NA	NA	NA	NA	NA	200859679	200861466	200864563	200864656	NA	NA	NA	NA	NA	NA	1148	0	NA	NA	200	100	NA	NA	1	NA	NA
RI	BS_BW79W2PD	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857717	200857884	NA	NA	NA	NA	NA	NA	18	134	NA	NA	226	113	NA	NA	0.063	NA	NA
RI	BS_BW79W2PD	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200859679	200861466	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	211	19	NA	NA	226	113	NA	NA	0.847	NA	NA
SE	BS_BW79W2PD	NA	ENSG00000013441.17	CLK1	chr2	-	200855003	200855086	NA	NA	NA	NA	NA	NA	200854615	200854695	200856681	200856811	NA	NA	NA	NA	NA	NA	1331	0	NA	NA	196	113	NA	NA	1	NA	NA
SE	BS_BW79W2PD	NA	ENSG00000013441.17	CLK1	chr2	-	200860124	200860215	NA	NA	NA	NA	NA	NA	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	147	19	NA	NA	204	113	NA	NA	0.8109999999999999	NA	NA
SE	BS_BW79W2PD	NA	ENSG00000013441.17	CLK1	chr2	-	200861701	200861862	NA	NA	NA	NA	NA	NA	200859679	200861466	200864563	200864656	NA	NA	NA	NA	NA	NA	727	0	NA	NA	226	113	NA	NA	1	NA	NA
A3SS	BS_VQCCYTM5	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857972	200858089	403	3	NA	NA	200	100	NA	NA	0.985	NA	NA
RI	BS_VQCCYTM5	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857717	200857884	NA	NA	NA	NA	NA	NA	16	327	NA	NA	200	100	NA	NA	0.024	NA	NA
RI	BS_VQCCYTM5	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200859679	200861466	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	158	113	NA	NA	200	100	NA	NA	0.41100000000000003	NA	NA
SE	BS_VQCCYTM5	NA	ENSG00000013441.17	CLK1	chr2	-	200855003	200855086	NA	NA	NA	NA	NA	NA	200854615	200854695	200856681	200856811	NA	NA	NA	NA	NA	NA	661	0	NA	NA	183	100	NA	NA	1	NA	NA
SE	BS_VQCCYTM5	NA	ENSG00000013441.17	CLK1	chr2	-	200857717	200857884	NA	NA	NA	NA	NA	NA	200856890	200856985	200857972	200858089	NA	NA	NA	NA	NA	NA	723	3	NA	NA	200	100	NA	NA	0.992	NA	NA
SE	BS_VQCCYTM5	NA	ENSG00000013441.17	CLK1	chr2	-	200857972	200858089	NA	NA	NA	NA	NA	NA	200856890	200856985	200859679	200859746	NA	NA	NA	NA	NA	NA	352	5	NA	NA	200	100	NA	NA	0.972	NA	NA
SE	BS_VQCCYTM5	NA	ENSG00000013441.17	CLK1	chr2	-	200860124	200860215	NA	NA	NA	NA	NA	NA	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	335	113	NA	NA	191	100	NA	NA	0.608	NA	NA
SE	BS_VQCCYTM5	NA	ENSG00000013441.17	CLK1	chr2	-	200861701	200861862	NA	NA	NA	NA	NA	NA	200859679	200861466	200864563	200864656	NA	NA	NA	NA	NA	NA	812	36	NA	NA	200	100	NA	NA	0.919	NA	NA
RI	BS_P1YT6MG7	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857717	200857884	NA	NA	NA	NA	NA	NA	27	402	NA	NA	200	100	NA	NA	0.032	NA	NA
RI	BS_P1YT6MG7	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200859679	200861466	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	181	17	NA	NA	200	100	NA	NA	0.8420000000000001	NA	NA
SE	BS_P1YT6MG7	NA	ENSG00000013441.17	CLK1	chr2	-	200855003	200855086	NA	NA	NA	NA	NA	NA	200854615	200854695	200856681	200856811	NA	NA	NA	NA	NA	NA	971	0	NA	NA	183	100	NA	NA	1	NA	NA
SE	BS_P1YT6MG7	NA	ENSG00000013441.17	CLK1	chr2	-	200860124	200860215	NA	NA	NA	NA	NA	NA	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	352	17	NA	NA	191	100	NA	NA	0.9159999999999999	NA	NA
SE	BS_P1YT6MG7	NA	ENSG00000013441.17	CLK1	chr2	-	200861701	200861862	NA	NA	NA	NA	NA	NA	200859679	200861466	200864563	200864656	NA	NA	NA	NA	NA	NA	572	2	NA	NA	200	100	NA	NA	0.993	NA	NA
MXE	BS_AKRHBPNZ	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	200854615	200854695	200855003	200855086	NA	NA	200853902	200853993	200856681	200856811	NA	NA	NA	NA	NA	NA	88	114	NA	NA	233	230	NA	NA	0.43200000000000005	NA	NA
RI	BS_AKRHBPNZ	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857717	200857884	NA	NA	NA	NA	NA	NA	43	76	NA	NA	300	150	NA	NA	0.221	NA	NA
RI	BS_AKRHBPNZ	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200859679	200861466	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	159	6	NA	NA	300	150	NA	NA	0.93	NA	NA
SE	BS_AKRHBPNZ	NA	ENSG00000013441.17	CLK1	chr2	-	200854615	200854695	NA	NA	NA	NA	NA	NA	200853902	200853993	200855003	200855086	NA	NA	NA	NA	NA	NA	276	1	NA	NA	230	150	NA	NA	0.9940000000000001	NA	NA
SE	BS_AKRHBPNZ	NA	ENSG00000013441.17	CLK1	chr2	-	200855003	200855086	NA	NA	NA	NA	NA	NA	200854615	200854695	200856681	200856811	NA	NA	NA	NA	NA	NA	249	0	NA	NA	233	150	NA	NA	1	NA	NA
SE	BS_AKRHBPNZ	NA	ENSG00000013441.17	CLK1	chr2	-	200860124	200860215	NA	NA	NA	NA	NA	NA	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	107	6	NA	NA	241	150	NA	NA	0.917	NA	NA
SE	BS_AKRHBPNZ	NA	ENSG00000013441.17	CLK1	chr2	-	200861701	200861862	NA	NA	NA	NA	NA	NA	200859679	200861466	200864563	200864656	NA	NA	NA	NA	NA	NA	602	1	NA	NA	300	150	NA	NA	0.997	NA	NA
A3SS	BS_4FSWWNAK	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857972	200858089	464	6	NA	NA	200	100	NA	NA	0.975	NA	NA
A5SS	BS_4FSWWNAK	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	200856890	200857884	200857717	200857884	200856681	200856811	408	9	NA	NA	200	100	NA	NA	0.958	NA	NA
MXE	BS_4FSWWNAK	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	200856890	200856985	200857717	200857884	NA	NA	200856681	200856811	200857972	200858089	NA	NA	NA	NA	NA	NA	472	402	NA	NA	200	195	NA	NA	0.534	NA	NA
RI	BS_4FSWWNAK	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857717	200857884	NA	NA	NA	NA	NA	NA	1	334	NA	NA	200	100	NA	NA	0.001	NA	NA
RI	BS_4FSWWNAK	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200859679	200861466	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	239	34	NA	NA	200	100	NA	NA	0.779	NA	NA
SE	BS_4FSWWNAK	NA	ENSG00000013441.17	CLK1	chr2	-	200853902	200853993	NA	NA	NA	NA	NA	NA	200853008	200853449	200856681	200856811	NA	NA	NA	NA	NA	NA	705	1	NA	NA	191	100	NA	NA	0.997	NA	NA
SE	BS_4FSWWNAK	NA	ENSG00000013441.17	CLK1	chr2	-	200854615	200854695	NA	NA	NA	NA	NA	NA	200853902	200853993	200856681	200856811	NA	NA	NA	NA	NA	NA	601	4	NA	NA	180	100	NA	NA	0.988	NA	NA
SE	BS_4FSWWNAK	NA	ENSG00000013441.17	CLK1	chr2	-	200855003	200855086	NA	NA	NA	NA	NA	NA	200854615	200854695	200856681	200856811	NA	NA	NA	NA	NA	NA	1038	0	NA	NA	183	100	NA	NA	1	NA	NA
SE	BS_4FSWWNAK	NA	ENSG00000013441.17	CLK1	chr2	-	200856890	200856985	NA	NA	NA	NA	NA	NA	200856681	200856811	200857717	200857884	NA	NA	NA	NA	NA	NA	729	9	NA	NA	195	100	NA	NA	0.976	NA	NA
SE	BS_4FSWWNAK	NA	ENSG00000013441.17	CLK1	chr2	-	200857717	200857884	NA	NA	NA	NA	NA	NA	200856890	200856985	200857972	200858089	NA	NA	NA	NA	NA	NA	797	6	NA	NA	200	100	NA	NA	0.985	NA	NA
SE	BS_4FSWWNAK	NA	ENSG00000013441.17	CLK1	chr2	-	200860124	200860215	NA	NA	NA	NA	NA	NA	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	259	34	NA	NA	191	100	NA	NA	0.8	NA	NA
SE	BS_4FSWWNAK	NA	ENSG00000013441.17	CLK1	chr2	-	200861701	200861862	NA	NA	NA	NA	NA	NA	200859679	200861466	200864563	200864656	NA	NA	NA	NA	NA	NA	522	13	NA	NA	200	100	NA	NA	0.953	NA	NA
A3SS	BS_ETDCPRAM	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857972	200858089	526	3	NA	NA	200	100	NA	NA	0.9890000000000001	NA	NA
MXE	BS_ETDCPRAM	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	200854615	200854695	200855003	200855086	NA	NA	200853902	200853993	200856681	200856811	NA	NA	NA	NA	NA	NA	490	846	NA	NA	183	180	NA	NA	0.363	NA	NA
RI	BS_ETDCPRAM	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857717	200857884	NA	NA	NA	NA	NA	NA	19	539	NA	NA	200	100	NA	NA	0.017	NA	NA
RI	BS_ETDCPRAM	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200859679	200861466	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	82	40	NA	NA	200	100	NA	NA	0.506	NA	NA
SE	BS_ETDCPRAM	NA	ENSG00000013441.17	CLK1	chr2	-	200854615	200854695	NA	NA	NA	NA	NA	NA	200853902	200853993	200855003	200855086	NA	NA	NA	NA	NA	NA	1607	6	NA	NA	180	100	NA	NA	0.993	NA	NA
SE	BS_ETDCPRAM	NA	ENSG00000013441.17	CLK1	chr2	-	200855003	200855086	NA	NA	NA	NA	NA	NA	200854615	200854695	200856681	200856811	NA	NA	NA	NA	NA	NA	1245	0	NA	NA	183	100	NA	NA	1	NA	NA
SE	BS_ETDCPRAM	NA	ENSG00000013441.17	CLK1	chr2	-	200857717	200857884	NA	NA	NA	NA	NA	NA	200856890	200856985	200857972	200858089	NA	NA	NA	NA	NA	NA	1063	3	NA	NA	200	100	NA	NA	0.9940000000000001	NA	NA
SE	BS_ETDCPRAM	NA	ENSG00000013441.17	CLK1	chr2	-	200860124	200860215	NA	NA	NA	NA	NA	NA	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	561	40	NA	NA	191	100	NA	NA	0.88	NA	NA
SE	BS_ETDCPRAM	NA	ENSG00000013441.17	CLK1	chr2	-	200861701	200861862	NA	NA	NA	NA	NA	NA	200859679	200861466	200864563	200864656	NA	NA	NA	NA	NA	NA	949	0	NA	NA	200	100	NA	NA	1	NA	NA
A3SS	BS_1DNQ1R02	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857972	200858089	402	1	NA	NA	246	123	NA	NA	0.995	NA	NA
MXE	BS_1DNQ1R02	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	200854615	200854695	200855003	200855086	NA	NA	200853902	200853993	200856681	200856811	NA	NA	NA	NA	NA	NA	533	422	NA	NA	206	203	NA	NA	0.5539999999999999	NA	NA
RI	BS_1DNQ1R02	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857717	200857884	NA	NA	NA	NA	NA	NA	108	365	NA	NA	246	123	NA	NA	0.129	NA	NA
RI	BS_1DNQ1R02	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200859679	200861466	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	354	110	NA	NA	246	123	NA	NA	0.617	NA	NA
