gene	transcript	cell_lines	overall_direction	myeloid_direction	myeloid_corr	myeloid_pval	myeloid_n	cns_direction	cns_corr	cns_pval	cns_n
TRPM4	TRPM4 (ENST00000597316)	Myeloid	negative	negative	-0.36989286853534853	0.028737240424284966	72	not_significant	NA	NA	NA
TRPM6	TRPM6 (ENST00000360774)	Myeloid	negative	negative	-0.37998402315781143	0.024348997104336922	72	not_significant	NA	NA	NA
TRPV2	TRPV2 (ENST00000338560)	Myeloid	positive	positive	0.38901827984217413	0.020904822583212315	72	not_significant	NA	NA	NA
TRPV6	TRPV6 (ENST00000474388)	Myeloid	positive	positive	0.3358932559702528	0.04852517564470963	72	not_significant	NA	NA	NA
TRRAP	TRRAP (ENST00000360902)	Myeloid	positive	positive	0.379987317605177	0.024347660592821153	72	not_significant	NA	NA	NA
TRUB1	TRUB1 (ENST00000298746)	Myeloid	positive	positive	0.376603634836834	0.02575268678916648	72	not_significant	NA	NA	NA
TRUB2	TRUB2 (ENST00000372890)	Myeloid	positive	positive	0.5964724563215492	1.5582922819051156e-4	72	not_significant	NA	NA	NA
TRUB2	TRUB2 (ENST00000460320)	Myeloid	positive	positive	0.3342057291875131	0.049737465747030946	72	not_significant	NA	NA	NA
TSC1	TSC1 (ENST00000403810)	Myeloid	positive	positive	0.38608174965251574	0.02197687035444789	72	not_significant	NA	NA	NA
TSC1	TSC1 (ENST00000475903)	Myeloid	positive	positive	0.3572850780198112	0.03511143974028143	72	not_significant	NA	NA	NA
TSC1	TSC1 (ENST00000642617)	Myeloid	negative	negative	-0.3721799567574202	0.027689732470655308	72	not_significant	NA	NA	NA
TSC1	TSC1 (ENST00000642627)	Myeloid	positive	positive	0.4466092644032259	0.007156978126079939	72	not_significant	NA	NA	NA
TSC1	TSC1 (ENST00000642646)	Myeloid	positive	positive	0.3676359395433909	0.029802609174197633	72	not_significant	NA	NA	NA
TSC1	TSC1 (ENST00000643275)	Myeloid	positive	positive	0.3582762147072832	0.03457193584614934	72	not_significant	NA	NA	NA
TSC1	TSC1 (ENST00000643691)	Myeloid	positive	positive	0.33387668447379815	0.04997664299120863	72	not_significant	NA	NA	NA
TSC1	TSC1 (ENST00000644786)	Myeloid	positive	positive	0.46608319768897566	0.004773354167536841	72	not_significant	NA	NA	NA
TSC1	TSC1 (ENST00000646831)	Myeloid	positive	positive	0.3449096828076865	0.04244295424733774	72	not_significant	NA	NA	NA
TSC2	TSC2 (ENST00000463808)	Myeloid	positive	positive	0.44693759568291513	0.007109616648165062	72	not_significant	NA	NA	NA
TSC2	TSC2 (ENST00000467949)	Myeloid	positive	positive	0.36440433461048577	0.03138423602104349	72	not_significant	NA	NA	NA
TSC2	TSC2 (ENST00000488675)	Myeloid	positive	positive	0.4517126404627769	0.006450544071175604	72	not_significant	NA	NA	NA
TSC2	TSC2 (ENST00000490108)	Myeloid	positive	positive	0.3547269104932961	0.0365356467800734	72	not_significant	NA	NA	NA
TSC2	TSC2 (ENST00000497886)	Myeloid	positive	positive	0.3744874608212206	0.02666489463310226	72	not_significant	NA	NA	NA
TSC2	TSC2 (ENST00000561695)	Myeloid	positive	positive	0.465328993898913	0.004850928716224462	72	not_significant	NA	NA	NA
TSC2	TSC2 (ENST00000643946)	Myeloid	positive	positive	0.3764145737191595	0.025833123147992156	72	not_significant	NA	NA	NA
TSC2	TSC2 (ENST00000644417)	Myeloid	negative	negative	-0.36301673618959107	0.0320841068074419	72	not_significant	NA	NA	NA
TSC2	TSC2 (ENST00000645552)	Myeloid	positive	positive	0.39202175230796465	0.0198536476487064	72	not_significant	NA	NA	NA
TSC22D2	TSC22D2 (ENST00000480589)	Myeloid	positive	positive	0.40540575476682233	0.01568893226347855	72	not_significant	NA	NA	NA
TSC22D3	TSC22D3 (ENST00000372390)	Myeloid	negative	negative	-0.4376658344658941	0.008555028336884178	72	not_significant	NA	NA	NA
TSC22D3	TSC22D3 (ENST00000510887)	Myeloid	positive	positive	0.34486304649595545	0.04247275081082611	72	not_significant	NA	NA	NA
TSEN2	TSEN2 (ENST00000679420)	Myeloid	positive	positive	0.3662773529611167	0.030459383190673157	72	not_significant	NA	NA	NA
TSEN2	TSEN2 (ENST00000679425)	Myeloid	positive	positive	0.33765492878827896	0.04728497974205006	72	not_significant	NA	NA	NA
TSEN2	TSEN2 (ENST00000679537)	Myeloid	positive	positive	0.33492061041679444	0.04922098432418604	72	not_significant	NA	NA	NA
TSEN2	TSEN2 (ENST00000679555)	Myeloid	positive	positive	0.3580960249272587	0.03466951290840701	72	not_significant	NA	NA	NA
TSEN2	TSEN2 (ENST00000679699)	Myeloid	positive	positive	0.35164102333362746	0.0383157274995261	72	not_significant	NA	NA	NA
TSEN54	TSEN54 (ENST00000578415)	Myeloid	positive	positive	0.4583994526667044	0.005616049285094083	72	not_significant	NA	NA	NA
TSEN54	TSEN54 (ENST00000579449)	Myeloid	positive	positive	0.4092610788722214	0.014635197472179215	72	not_significant	NA	NA	NA
TSEN54	TSEN54 (ENST00000583634)	Myeloid	positive	positive	0.3398442740593858	0.04577926662530223	72	not_significant	NA	NA	NA
TSEN54	TSEN54 (ENST00000583818)	Myeloid	positive	positive	0.3799771500371936	0.024351785629023463	72	not_significant	NA	NA	NA
TSEN54	TSEN54 (ENST00000679782)	Myeloid	positive	positive	0.4253791662296205	0.010850411802411399	72	not_significant	NA	NA	NA
TSFM	TSFM (ENST00000543727)	Myeloid	positive	positive	0.3448149042269239	0.042503527242366654	72	not_significant	NA	NA	NA
TSFM	TSFM (ENST00000652027)	Myeloid	positive	positive	0.48369316069685164	0.0032422525757446656	72	not_significant	NA	NA	NA
TSGA10	TSGA10 (ENST00000462782)	Myeloid	positive	positive	0.35191023699926083	0.0381576867223024	72	not_significant	NA	NA	NA
TSGA10	TSGA10 (ENST00000464459)	Myeloid	positive	positive	0.4805558905801808	0.003478692549979068	72	not_significant	NA	NA	NA
TSHR	TSHR (ENST00000553763)	Myeloid	positive	positive	0.3361123346652311	0.04836954370556464	72	not_significant	NA	NA	NA
TSPAN17	TSPAN17 (ENST00000514705)	Myeloid	positive	positive	0.4219048634541956	0.011587063848270046	72	not_significant	NA	NA	NA
TSPAN18	TSPAN18 (ENST00000518429)	Myeloid	positive	positive	0.3376549287882791	0.04728497974205	72	not_significant	NA	NA	NA
TSPAN32	TSPAN32 (ENST00000381121)	Myeloid	negative	negative	-0.36037375610660954	0.033452435670066075	72	not_significant	NA	NA	NA
TSPAN4	TSPAN4 (ENST00000468468)	Myeloid	positive	positive	0.3431067066198632	0.0436072371685367	72	not_significant	NA	NA	NA
TSPAN4	TSPAN4 (ENST00000527644)	Myeloid	positive	positive	0.3491063890377423	0.03982983808591625	72	not_significant	NA	NA	NA
TSPAN4	TSPAN4 (ENST00000529566)	Myeloid	positive	positive	0.3410446100464213	0.044970234149865805	72	not_significant	NA	NA	NA
TSPAN8	TSPAN8 (ENST00000247829)	Myeloid	positive	positive	0.39129587864536675	0.020103572738500608	72	not_significant	NA	NA	NA
TSR1	TSR1 (ENST00000301364)	Myeloid	positive	positive	0.3615656688121675	0.03282957855005324	72	not_significant	NA	NA	NA
TSR1	TSR1 (ENST00000575049)	Myeloid	positive	positive	0.38168116620889236	0.023668471330677288	72	not_significant	NA	NA	NA
TSR1	TSR1 (ENST00000576202)	Myeloid	positive	positive	0.3851114240336934	0.022340977351146263	72	not_significant	NA	NA	NA
TSR3	TSR3 (ENST00000566296)	Myeloid	positive	positive	0.47273004860406415	0.004134706657267529	72	not_significant	NA	NA	NA
TSSC4	TSSC4 (ENST00000435795)	Myeloid	positive	positive	0.4534624478979876	0.006222512480026555	72	not_significant	NA	NA	NA
TSSC4	TSSC4 (ENST00000485682)	Myeloid	positive	positive	0.3916399202855659	0.01998479162979615	72	not_significant	NA	NA	NA
TSSK3	TSSK3 (ENST00000574315)	Myeloid	negative	negative	-0.38089846003171046	0.023980342291843166	72	not_significant	NA	NA	NA
TST	TST (ENST00000403892)	Myeloid	positive	positive	0.3558896568177498	0.03588260194140396	72	not_significant	NA	NA	NA
TSTD1	TSTD1 (ENST00000318289)	Myeloid	positive	positive	0.3681203755475635	0.029571247369658497	72	not_significant	NA	NA	NA
TSTD1	TSTD1 (ENST00000368023)	Myeloid	positive	positive	0.3711562566917517	0.028154647831481083	72	not_significant	NA	NA	NA
TSTD1	TSTD1 (ENST00000368024)	Myeloid	positive	positive	0.4217814252637128	0.011613995701025436	72	not_significant	NA	NA	NA
TSTD1	TSTD1 (ENST00000423014)	Myeloid	positive	positive	0.42704480945660256	0.010511567005664994	72	not_significant	NA	NA	NA
TSTD1	TSTD1 (ENST00000462952)	Myeloid	positive	positive	0.3986777573720647	0.01768017987487272	72	not_significant	NA	NA	NA
TSTD2	TSTD2 (ENST00000484708)	Myeloid	positive	positive	0.4230184365159332	0.011346482341561255	72	not_significant	NA	NA	NA
TSTD3	TSTD3 (ENST00000636394)	Myeloid	negative	negative	-0.43836697210816417	0.008437601152148168	72	not_significant	NA	NA	NA
TTC12	TTC12 (ENST00000429951)	Myeloid	negative	negative	-0.3372044718384278	0.04759965054323228	72	not_significant	NA	NA	NA
TTC13	TTC13 (ENST00000471302)	Myeloid	positive	positive	0.35958964949227723	0.03386741686381652	72	not_significant	NA	NA	NA
TTC13	TTC13 (ENST00000486879)	Myeloid	positive	positive	0.39873186985680364	0.01766336015502212	72	not_significant	NA	NA	NA
TTC13	TTC13 (ENST00000522821)	Myeloid	positive	positive	0.37609801717715136	0.025968266324003914	72	not_significant	NA	NA	NA
TTC17	TTC17 (ENST00000525029)	Myeloid	positive	positive	0.4423500969870751	0.007796251289587133	72	not_significant	NA	NA	NA
TTC17	TTC17 (ENST00000530469)	Myeloid	positive	positive	0.3511727124739222	0.038591911382009285	72	not_significant	NA	NA	NA
TTC19	TTC19 (ENST00000465567)	Myeloid	positive	positive	0.38190456856900284	0.023580074201531322	72	not_significant	NA	NA	NA
TTC19	TTC19 (ENST00000470649)	Myeloid	positive	positive	0.37927093113378646	0.0246397187267915	72	not_significant	NA	NA	NA
TTC21A	TTC21A (ENST00000471025)	Myeloid	positive	positive	0.4030169933490431	0.016373207474243683	72	not_significant	NA	NA	NA
TTC21B	TTC21B (ENST00000497425)	Myeloid	positive	positive	0.4749402371964103	0.003939403415638434	72	not_significant	NA	NA	NA
TTC23L	TTC23L (ENST00000502782)	Myeloid	positive	positive	0.33765492878827885	0.04728497974205014	72	not_significant	NA	NA	NA
TTC23L	TTC23L (ENST00000514080)	Myeloid	negative	negative	-0.3893477757728814	0.020787291826788214	72	not_significant	NA	NA	NA
TTC23L	TTC23L (ENST00000610313)	Myeloid	positive	positive	0.35304579428722577	0.037496867910155114	72	not_significant	NA	NA	NA
TTC27	TTC27 (ENST00000428527)	Myeloid	negative	negative	-0.5522728524527719	5.821947071944938e-4	72	not_significant	NA	NA	NA
TTC28-AS1	TTC28-AS1 (ENST00000436996)	Myeloid	positive	positive	0.34698196820427923	0.041135865066593544	72	not_significant	NA	NA	NA
TTC28-AS1	TTC28-AS1 (ENST00000655196)	Myeloid	positive	positive	0.34114909500454105	0.044900358162080975	72	not_significant	NA	NA	NA
TTC29	TTC29 (ENST00000502319)	Myeloid	positive	positive	0.33765492878827896	0.04728497974205006	72	not_significant	NA	NA	NA
TTC3	TTC3 (ENST00000399017)	Myeloid	positive	positive	0.41545693800387246	0.01306655649556882	72	not_significant	NA	NA	NA
TTC3	TTC3 (ENST00000411496)	Myeloid	positive	positive	0.42101526493799457	0.011782344135833796	72	not_significant	NA	NA	NA
TTC3	TTC3 (ENST00000414818)	Myeloid	positive	positive	0.42355172500364535	0.01123277370217832	72	not_significant	NA	NA	NA
TTC3	TTC3 (ENST00000438055)	Myeloid	positive	positive	0.3419970776048004	0.04433647997856292	72	not_significant	NA	NA	NA
TTC3	TTC3 (ENST00000479930)	Myeloid	positive	positive	0.4603592375772711	0.0053898052469669	72	not_significant	NA	NA	NA
TTC3	TTC3 (ENST00000484047)	Myeloid	positive	positive	0.36143900816571306	0.03289531459187978	72	not_significant	NA	NA	NA
TTC3	TTC3 (ENST00000488522)	Myeloid	positive	positive	0.450988829414469	0.006546943902880585	72	not_significant	NA	NA	NA
TTC32	TTC32 (ENST00000495698)	Myeloid	positive	positive	0.44531066282752213	0.00734695495700172	72	not_significant	NA	NA	NA
TTC33	TTC33 (ENST00000637375)	Myeloid	positive	positive	0.3554205572299587	0.03614491554169697	72	not_significant	NA	NA	NA
TTC39A	TTC39A (ENST00000413473)	Myeloid	positive	positive	0.3388826057061337	0.04643583590817245	72	not_significant	NA	NA	NA
TTC39A	TTC39A (ENST00000431927)	Myeloid	negative	negative	-0.3508337755071246	0.038792802074457886	72	not_significant	NA	NA	NA
TTC39C	TTC39C (ENST00000584095)	Myeloid	positive	positive	0.34207265811550475	0.04428649945728324	72	not_significant	NA	NA	NA
TTC41P	TTC41P (ENST00000551885)	Myeloid	positive	positive	0.3745137745353731	0.02665339052752062	72	not_significant	NA	NA	NA
TTC5	TTC5 (ENST00000258821)	Myeloid	positive	positive	0.35720408904232553	0.0351558254551926	72	not_significant	NA	NA	NA
TTC5	TTC5 (ENST00000554157)	Myeloid	positive	positive	0.4036677629769557	0.01618435924060418	72	not_significant	NA	NA	NA
TTC7B	TTC7B (ENST00000556749)	Myeloid	positive	positive	0.36610403959238336	0.03054401303154989	72	not_significant	NA	NA	NA
TTK	TTK (ENST00000230510)	Myeloid	positive	positive	0.40342074550975865	0.016255825739311575	72	not_significant	NA	NA	NA
TTK	TTK (ENST00000369798)	Myeloid	positive	positive	0.3691515377687829	0.029083676638315997	72	not_significant	NA	NA	NA
TTK	TTK (ENST00000504590)	Myeloid	positive	positive	0.427913520203312	0.010338433106329821	72	not_significant	NA	NA	NA
TTL	TTL (ENST00000460450)	Myeloid	positive	positive	0.35748888833587966	0.03499994400608331	72	not_significant	NA	NA	NA
TTL	TTL (ENST00000485537)	Myeloid	positive	positive	0.40330067518219714	0.016290659565689165	72	not_significant	NA	NA	NA
TTLL10	TTLL10 (ENST00000460998)	Myeloid	positive	positive	0.3512658460024374	0.03853685826432409	72	not_significant	NA	NA	NA
TTLL10	TTLL10 (ENST00000514695)	Myeloid	positive	positive	0.4054536777003956	0.0156754537509269	72	not_significant	NA	NA	NA
TTLL10-AS1	TTLL10-AS1 (ENST00000379317)	Myeloid	positive	positive	0.3581202237892918	0.03465639562583216	72	not_significant	NA	NA	NA
TTLL11	TTLL11 (ENST00000487468)	Myeloid	positive	positive	0.36784686493634905	0.0297016915957619	72	not_significant	NA	NA	NA
TTLL13P	TTLL13P (ENST00000339615)	Myeloid	positive	positive	0.33647453284533635	0.04811311767090463	72	not_significant	NA	NA	NA
TTLL13P	TTLL13P (ENST00000641754)	Myeloid	negative	negative	-0.3983277910362009	0.017789282940554946	72	not_significant	NA	NA	NA
TTLL3	TTLL3 (ENST00000430793)	Myeloid	negative	negative	-0.4089142359084384	0.014727494416504606	72	not_significant	NA	NA	NA
TTLL3	TTLL3 (ENST00000496246)	Myeloid	negative	negative	-0.35241664100354014	0.037861836410625724	72	not_significant	NA	NA	NA
TTLL5	TTLL5 (ENST00000556173)	Myeloid	positive	positive	0.4452713499589302	0.007352772773667832	72	not_significant	NA	NA	NA
TTLL5	TTLL5 (ENST00000556977)	Myeloid	positive	positive	0.34129920191420726	0.044800124592850064	72	not_significant	NA	NA	NA
TTLL6	TTLL6 (ENST00000509809)	Myeloid	negative	negative	-0.3771896882415389	0.025504660588833054	72	not_significant	NA	NA	NA
TTLL9	TTLL9 (ENST00000619753)	Myeloid	positive	positive	0.41442299314143916	0.013318008071437992	72	not_significant	NA	NA	NA
TTN-AS1	TTN-AS1 (ENST00000438095)	Myeloid	positive	positive	0.34267434698161836	0.04389022460511578	72	not_significant	NA	NA	NA
TTN-AS1	TTN-AS1 (ENST00000578746)	Myeloid	negative	negative	-0.3942346472277924	0.019107633914422714	72	not_significant	NA	NA	NA
TTN-AS1	TTN-AS1 (ENST00000663178)	Myeloid	negative	negative	-0.34014020892831015	0.04557872743802966	72	not_significant	NA	NA	NA
TTYH2	TTYH2 (ENST00000534039)	Myeloid	positive	positive	0.4471249499102538	0.007082711360731968	72	not_significant	NA	NA	NA
TTYH3	TTYH3 (ENST00000400376)	Myeloid	positive	positive	0.3550664507994879	0.036343957178936126	72	not_significant	NA	NA	NA
TUBA1C	TUBA1C (ENST00000548470)	Myeloid	positive	positive	0.33747580593244625	0.04740990728043304	72	not_significant	NA	NA	NA
TUBA1C	TUBA1C (ENST00000549183)	Myeloid	positive	positive	0.3588893185770326	0.03424159937763636	72	not_significant	NA	NA	NA
TUBB1	TUBB1 (ENST00000217133)	Myeloid	positive	positive	0.45765011214044937	0.005704688621689754	72	not_significant	NA	NA	NA
TUBB2A	TUBB2A (ENST00000489942)	Myeloid	positive	positive	0.42888217854763644	0.010148238256087891	72	not_significant	NA	NA	NA
TUBB2A	TUBB2A (ENST00000679907)	Myeloid	positive	positive	0.39609733200287384	0.01849792973157792	72	not_significant	NA	NA	NA
TUBB2B	TUBB2B (ENST00000259818)	Myeloid	positive	positive	0.3719627944628325	0.027787825970105158	72	not_significant	NA	NA	NA
TUBB4BP2	TUBB4BP2 (ENST00000454125)	Myeloid	positive	positive	0.3843570123813965	0.022627507098546978	72	not_significant	NA	NA	NA
TUBBP5	TUBBP5 (ENST00000290377)	Myeloid	negative	negative	-0.3714848209337358	0.028004736004233637	72	not_significant	NA	NA	NA
TUBBP5	TUBBP5 (ENST00000503395)	Myeloid	negative	negative	-0.3691961260642669	0.029062743381292895	72	not_significant	NA	NA	NA
TUBD1	TUBD1 (ENST00000325752)	Myeloid	positive	positive	0.37103903541109884	0.02820829092366259	72	not_significant	NA	NA	NA
TUBD1	TUBD1 (ENST00000588009)	Myeloid	positive	positive	0.39681854446067194	0.01826625914916363	72	not_significant	NA	NA	NA
TUBD1	TUBD1 (ENST00000613721)	Myeloid	positive	positive	0.43273099496871303	0.009421590071341957	72	not_significant	NA	NA	NA
TUBG2	TUBG2 (ENST00000588870)	Myeloid	positive	positive	0.34400971678485653	0.043020939016411776	72	not_significant	NA	NA	NA
TUBGCP2	TUBGCP2 (ENST00000487796)	Myeloid	negative	negative	-0.357300343229074	0.03510307880825619	72	not_significant	NA	NA	NA
TUBGCP2	TUBGCP2 (ENST00000683704)	Myeloid	positive	positive	0.3356359500034142	0.04870847568439694	72	not_significant	NA	NA	NA
TUBGCP5	TUBGCP5 (ENST00000615383)	Myeloid	positive	positive	0.38384220366235133	0.022824776771472745	72	not_significant	NA	NA	NA
TUBGCP6	TUBGCP6 (ENST00000434349)	Myeloid	positive	positive	0.3356702386848685	0.048684017096795484	72	not_significant	NA	NA	NA
TUBGCP6	TUBGCP6 (ENST00000489511)	Myeloid	positive	positive	0.4773420042515476	0.003736273628043888	72	not_significant	NA	NA	NA
TUG1	TUG1 (ENST00000563812)	Myeloid	positive	positive	0.4540939422241021	0.0061419338162701335	72	not_significant	NA	NA	NA
TUG1	TUG1 (ENST00000643077)	Myeloid	positive	positive	0.3712969969056611	0.028090352702676694	72	not_significant	NA	NA	NA
TUG1	TUG1 (ENST00000644027)	Myeloid	positive	positive	0.33680753653108053	0.04787832245528374	72	not_significant	NA	NA	NA
TUNAR	TUNAR (ENST00000554321)	Myeloid	positive	positive	0.35425690749808747	0.03680234439532097	72	not_significant	NA	NA	NA
TUSC2	TUSC2 (ENST00000462137)	Myeloid	positive	positive	0.4017160854084939	0.016756256280740903	72	not_significant	NA	NA	NA
TUT1	TUT1 (ENST00000476907)	Myeloid	positive	positive	0.3882374367033702	0.02118555427665414	72	not_significant	NA	NA	NA
TUT4	TUT4 (ENST00000481133)	Myeloid	positive	positive	0.34298575269210396	0.043686255323442794	72	not_significant	NA	NA	NA
TUT4	TUT4 (ENST00000484723)	Myeloid	positive	positive	0.39100868425518437	0.020203176471678855	72	not_significant	NA	NA	NA
TUT4	TUT4 (ENST00000528642)	Myeloid	positive	positive	0.36892273397636893	0.029191289876129033	72	not_significant	NA	NA	NA
TVP23B	TVP23B (ENST00000482741)	Myeloid	positive	positive	0.43538614570904494	0.008946507192908534	72	not_significant	NA	NA	NA
TVP23B	TVP23B (ENST00000582288)	Myeloid	positive	positive	0.382426331579476	0.023374683449421757	72	not_significant	NA	NA	NA
TVP23C	TVP23C (ENST00000518321)	Myeloid	positive	positive	0.3342801524971523	0.04968349577823371	72	not_significant	NA	NA	NA
TVP23C-CDRT4	TVP23C-CDRT4 (ENST00000522212)	Myeloid	positive	positive	0.36401002304448116	0.0315818349193745	72	not_significant	NA	NA	NA
TWF2	TWF2 (ENST00000499914)	Myeloid	positive	positive	0.4157054665820612	0.013006715624775306	72	not_significant	NA	NA	NA
TWF2	TWF2 (ENST00000678838)	Myeloid	negative	negative	-0.3373520947493247	0.047496342856647215	72	not_significant	NA	NA	NA
TWNK	TWNK (ENST00000311916)	Myeloid	positive	positive	0.3474571481139679	0.04084077718503366	72	not_significant	NA	NA	NA
TWNK	TWNK (ENST00000370228)	Myeloid	positive	positive	0.4439034071534865	0.007557679678765569	72	not_significant	NA	NA	NA
TXLNG	TXLNG (ENST00000380122)	Myeloid	positive	positive	0.4452621146051924	0.0073541400627086155	72	not_significant	NA	NA	NA
TXNDC12	TXNDC12 (ENST00000469458)	Myeloid	negative	negative	-0.3929038328025679	0.019553425110993658	72	not_significant	NA	NA	NA
TXNDC16	TXNDC16 (ENST00000281741)	Myeloid	positive	positive	0.3542825654617247	0.036787744407737855	72	not_significant	NA	NA	NA
TXNDC16	TXNDC16 (ENST00000555312)	Myeloid	positive	positive	0.33545967189741754	0.04883437259904579	72	not_significant	NA	NA	NA
TXNDC2	TXNDC2 (ENST00000306084)	Myeloid	positive	positive	0.35568704524773015	0.03599570883217637	72	not_significant	NA	NA	NA
TXNDC9	TXNDC9 (ENST00000434323)	Myeloid	positive	positive	0.35539104430024887	0.03616147071037236	72	not_significant	NA	NA	NA
TXNDC9	TXNDC9 (ENST00000465183)	Myeloid	positive	positive	0.34295616528085404	0.043705602063625885	72	not_significant	NA	NA	NA
TXNIP	TXNIP (ENST00000425134)	Myeloid	positive	positive	0.3878677445198284	0.021319555388375235	72	not_significant	NA	NA	NA
TXNIP	TXNIP (ENST00000486597)	Myeloid	positive	positive	0.4232065707526418	0.011306257348639348	72	not_significant	NA	NA	NA
TXNL1	TXNL1 (ENST00000217515)	Myeloid	positive	positive	0.3984002732059365	0.01776664034571607	72	not_significant	NA	NA	NA
TXNL1	TXNL1 (ENST00000586262)	Myeloid	positive	positive	0.37855307792636467	0.02493527115537321	72	not_significant	NA	NA	NA
TXNL4B	TXNL4B (ENST00000426362)	Myeloid	positive	positive	0.49108543344313804	0.0027395636162875292	72	not_significant	NA	NA	NA
TXNL4B	TXNL4B (ENST00000569767)	Myeloid	positive	positive	0.36516448045817634	0.031006162487714106	72	not_significant	NA	NA	NA
TXNRD1	TXNRD1 (ENST00000526950)	Myeloid	positive	positive	0.3609647561792526	0.033142403178860406	72	not_significant	NA	NA	NA
TYMS	TYMS (ENST00000579128)	Myeloid	positive	positive	0.40535570737419147	0.015703018662155205	72	not_significant	NA	NA	NA
TYMS	TYMS (ENST00000584122)	Myeloid	positive	positive	0.37089401429751045	0.028274772015226945	72	not_significant	NA	NA	NA
TYR	TYR (ENST00000526139)	Myeloid	positive	positive	0.40883302671632626	0.014749175172660629	72	not_significant	NA	NA	NA
TYSND1	TYSND1 (ENST00000479086)	Myeloid	negative	negative	-0.35131365196190856	0.038508623918235806	72	not_significant	NA	NA	NA
TYW1	TYW1 (ENST00000359626)	Myeloid	positive	positive	0.40314702861287904	0.016335325435987057	72	not_significant	NA	NA	NA
TYW1	TYW1 (ENST00000361660)	Myeloid	positive	positive	0.49962532810994714	0.0022445322092216743	72	not_significant	NA	NA	NA
U2AF1L4	U2AF1L4 (ENST00000587886)	Myeloid	positive	positive	0.43431046472459117	0.009136460295376556	72	not_significant	NA	NA	NA
U2AF1L4	U2AF1L4 (ENST00000589429)	Myeloid	negative	negative	-0.36549632934309	0.03084228375892757	72	not_significant	NA	NA	NA
U2AF1L4	U2AF1L4 (ENST00000591057)	Myeloid	negative	negative	-0.3463835185673969	0.04150995135716375	72	not_significant	NA	NA	NA
U2AF1L5	U2AF1L5 (ENST00000619610)	Myeloid	positive	positive	0.36860957908564945	0.029339105256872333	72	not_significant	NA	NA	NA
U2AF2	U2AF2 (ENST00000590551)	Myeloid	positive	positive	0.3715001782919584	0.027997745082893495	72	not_significant	NA	NA	NA
U2SURP	U2SURP (ENST00000461844)	Myeloid	positive	positive	0.4452596429866617	0.007354506021350492	72	not_significant	NA	NA	NA
U2SURP	U2SURP (ENST00000465175)	Myeloid	positive	positive	0.3581690382698717	0.03462994745180889	72	not_significant	NA	NA	NA
U2SURP	U2SURP (ENST00000480029)	Myeloid	positive	positive	0.3453427437283905	0.04216707010728134	72	not_significant	NA	NA	NA
U2SURP	U2SURP (ENST00000488497)	Myeloid	positive	positive	0.4984734964946353	0.002306372705119568	72	not_significant	NA	NA	NA
U2SURP	U2SURP (ENST00000493598)	Myeloid	positive	positive	0.33393919813500966	0.0499311322264577	72	not_significant	NA	NA	NA
U2SURP	U2SURP (ENST00000496100)	Myeloid	positive	positive	0.36055450988775034	0.033357364043125934	72	not_significant	NA	NA	NA
UACA	UACA (ENST00000560523)	Myeloid	positive	positive	0.3376549287882791	0.04728497974205	72	not_significant	NA	NA	NA
UBA1	UBA1 (ENST00000451702)	Myeloid	positive	positive	0.5001726739719101	0.002215656866847359	72	not_significant	NA	NA	NA
UBA1	UBA1 (ENST00000490869)	Myeloid	positive	positive	0.3885450715710972	0.02107458075575901	72	not_significant	NA	NA	NA
UBA52	UBA52 (ENST00000595683)	Myeloid	negative	negative	-0.3707743123068459	0.028329743141510634	72	not_significant	NA	NA	NA
UBA6	UBA6 (ENST00000420827)	Myeloid	positive	positive	0.37514814671819574	0.026377283533818463	72	not_significant	NA	NA	NA
UBA6-AS1	UBA6-AS1 (ENST00000660649)	Myeloid	positive	positive	0.3750620137332378	0.026414633618353868	72	not_significant	NA	NA	NA
UBAC1	UBAC1 (ENST00000486258)	Myeloid	positive	positive	0.4057075746707722	0.015604206144137092	72	not_significant	NA	NA	NA
UBAC2	UBAC2 (ENST00000480738)	Myeloid	positive	positive	0.484499519104574	0.0031837849858112337	72	not_significant	NA	NA	NA
UBALD1	UBALD1 (ENST00000590891)	Myeloid	positive	positive	0.3472590529908429	0.040963586164817066	72	not_significant	NA	NA	NA
UBAP1	UBAP1 (ENST00000379186)	Myeloid	negative	negative	-0.33538508373851994	0.04888772143501988	72	not_significant	NA	NA	NA
UBAP2	UBAP2 (ENST00000379225)	Myeloid	positive	positive	0.34113660252756894	0.04490870810811529	72	not_significant	NA	NA	NA
UBAP2	UBAP2 (ENST00000379238)	Myeloid	positive	positive	0.44108918135070574	0.007994615900278515	72	not_significant	NA	NA	NA
UBAP2	UBAP2 (ENST00000379239)	Myeloid	positive	positive	0.4929882756700147	0.002621717697770209	72	not_significant	NA	NA	NA
UBAP2	UBAP2 (ENST00000421278)	Myeloid	positive	positive	0.3815230615225289	0.023731196595871296	72	not_significant	NA	NA	NA
UBAP2	UBAP2 (ENST00000629575)	Myeloid	positive	positive	0.37051352201336674	0.02844981070658668	72	not_significant	NA	NA	NA
UBAP2	UBAP2 (ENST00000682239)	Myeloid	positive	positive	0.5356358645865482	9.132545811350862e-4	72	not_significant	NA	NA	NA
UBAP2	UBAP2 (ENST00000684298)	Myeloid	positive	positive	0.4356123376636706	0.008906995013245303	72	not_significant	NA	NA	NA
UBAP2	UBAP2 (ENST00000684754)	Myeloid	positive	positive	0.3827542023271207	0.023246377037000398	72	not_significant	NA	NA	NA
